property_address,property_ward,violation_fire_code,number_of_violations
1 Terraview Blvd,21,2.2.3.2,7
1 Terraview Blvd,21,2.8.2.1,7
555 Brimorton Dr,24,1.1.2.1,2
555 Brimorton Dr,24,2.5.1.2,2
5 Cedar Dr,24,2.2.3.2,3
11 Wincott Dr,2,2.2.3.1,15
11 Wincott Dr,2,2.2.3.2,15
887 Bay St,13,1.1.1.2,5
887 Bay St,13,1.1.2.1./6.4.3.7.,5
887 Bay St,13,1.1.2.1./6.7.1.1.,5
887 Bay St,13,6.3.1.2,5
887 Bay St,13,6.5.1.5 (1),5
245 Davisville Ave,12,1.1.2.1./6.3.2.2.,24
245 Davisville Ave,12,6.4.3.5,24
245 Davisville Ave,12,6.5.5.7,24
245 Davisville Ave,12,7.2.2.1,24
10 Willowridge Rd,1,1.1.2.3,6
18 Lee Centre Dr,24,2.2.3.2,4
18 Lee Centre Dr,24,6.5.1.2,4
185 Bonis Ave,22,1.1.2.1,19
185 Bonis Ave,22,1.1.2.1./7.2.2.1.,19
185 Bonis Ave,22,2.2.3.2,19
185 Bonis Ave,22,2.8.3.4,19
185 Bonis Ave,22,6.4.2.6,19
185 Bonis Ave,22,6.5.1.5 (1),19
2900 Jane St,7,1.1.2.1./2.7.3.3.(3),22
2900 Jane St,7,1.1.2.1./6.2.7.5.,22
2900 Jane St,7,1.1.2.1./6.3.2.2.,22
2900 Jane St,7,1.1.2.1./6.3.3.8.,22
2900 Jane St,7,1.1.2.1./6.4.3.2.,22
2900 Jane St,7,1.1.2.1./6.4.3.3.,22
2900 Jane St,7,1.1.2.1./6.5.5.3.,22
2900 Jane St,7,1.1.2.1./6.5.5.4.,22
2900 Jane St,7,1.1.2.1./6.6.3.5.,22
2900 Jane St,7,1.1.2.3,22
2900 Jane St,7,6.4.2.1,22
2900 Jane St,7,6.5.4.5,22
290 Adelaide St W,10,6.3.1.4,10
290 Adelaide St W,10,6.4.1.3,10
1000 King St W,10,1.1.2.1./2.7.3.3.(3),10
1000 King St W,10,1.1.2.1./6.2.7.5.,10
1000 King St W,10,1.1.2.1./6.3.2.2.,10
1000 King St W,10,1.1.2.1./6.5.5.3.,10
1000 King St W,10,1.1.2.1./6.7.1.1.,10
1000 King St W,10,1.1.2.1./7.3.1.2.,10
1000 King St W,10,2.16.2.1,10
1000 King St W,10,2.4.1.1,10
1000 King St W,10,2.8.2.1,10
1000 King St W,10,6.4.2.1,10
21 Overlea Blvd,15,1.1.2.3./6.5.1.6.,20
21 Overlea Blvd,15,2.2.3.3,20
21 Overlea Blvd,15,6.3.1.4,20
21 Overlea Blvd,15,6.5.1.2,20
21 Overlea Blvd,15,6.5.1.6,20
200 Sherbourne St,13,6.3.1.4,19
200 Sherbourne St,13,6.3.1.4,19
30 Antrim Cres,21,2.2.3.2,7
30 Antrim Cres,21,2.2.3.2,7
30 Antrim Cres,21,2.7.3.2,7
30 Antrim Cres,21,2.7.3.2,7
30 Antrim Cres,21,2.8.2.1,7
30 Antrim Cres,21,2.8.2.1,7
200 Sherbourne St,13,6.3.1.1,19
200 Sherbourne St,13,6.3.1.1,19
200 Sherbourne St,13,6.3.1.4,19
200 Sherbourne St,13,6.3.1.4,19
200 Wellesley St E,13,2.2.3.1,25
200 Wellesley St E,13,2.2.3.1,25
200 Wellesley St E,13,2.2.3.2,25
200 Wellesley St E,13,2.2.3.2,25
200 Wellesley St E,13,2.4.1.1,25
200 Wellesley St E,13,2.4.6.1,25
200 Wellesley St E,13,6.3.1.4,25
7 Glamorgan Ave,21,1.1.1.2,3
7 Glamorgan Ave,21,2.2.3.2,3
7 Glamorgan Ave,21,6.3.1.2,3
1911 Victoria Park Ave,21,1.1.2.1./2.7.3.3.(3),10
1911 Victoria Park Ave,21,1.1.2.1./6.2.7.5.,10
1911 Victoria Park Ave,21,1.1.2.1./6.3.2.2.,10
1911 Victoria Park Ave,21,1.1.2.1./6.4.3.2.,10
1911 Victoria Park Ave,21,1.1.2.1./6.5.5.3.,10
1911 Victoria Park Ave,21,1.1.2.1./6.7.1.1.,10
1911 Victoria Park Ave,21,2.2.2.1,10
1911 Victoria Park Ave,21,2.2.3.2,10
1911 Victoria Park Ave,21,2.8.2.1,10
1911 Victoria Park Ave,21,6.3.1.2,10
1470 Midland Ave,21,2.2.3.2,6
1470 Midland Ave,21,2.4.1.1,6
1470 Midland Ave,21,6.5.1.5,6
1470 Midland Ave,21,6.5.1.5,6
1470 Midland Ave,21,9.6.3.6,6
8 Mondeo Dr,21,1.1.1.2,5
8 Mondeo Dr,21,1.1.2.3./6.4.3.7.(1),5
8 Mondeo Dr,21,2.2.3.2,5
123 Omni Dr,21,1.1.1.2,5
123 Omni Dr,21,6.3.1.2,5
20 Antrim Cres,21,2.2.3.1,8
20 Antrim Cres,21,2.2.3.2,8
20 Antrim Cres,21,2.7.3.2,8
20 Antrim Cres,21,2.8.2.1,8
20 Antrim Cres,21,6.5.1.5 (1),8
20 Antrim Cres,21,6.5.1.5 (2),8
271 Ridley Blvd,8,1.1.1.2,16
271 Ridley Blvd,8,1.1.2.1./2.7.3.3.(3),16
271 Ridley Blvd,8,1.1.2.1./6.2.7.5.,16
271 Ridley Blvd,8,1.1.2.1./6.3.2.2.,16
271 Ridley Blvd,8,1.1.2.1./6.3.3.8.,16
271 Ridley Blvd,8,1.1.2.1./6.3.4.8,16
271 Ridley Blvd,8,1.1.2.1./6.4.3.7.(1),16
271 Ridley Blvd,8,1.1.2.1./6.5.5.3.,16
271 Ridley Blvd,8,1.1.2.1./6.5.5.4.,16
271 Ridley Blvd,8,1.1.2.1./6.5.5.5.,16
271 Ridley Blvd,8,1.1.2.1./6.6.3.5.,16
271 Ridley Blvd,8,1.1.2.1./6.7.1.1.,16
271 Ridley Blvd,8,1.1.2.1./7.2.2.1.,16
271 Ridley Blvd,8,2.4.1.1,16
271 Ridley Blvd,8,6.5.1.2,16
271 Ridley Blvd,8,6.5.1.5 (1),16
839 Roselawn Ave,8,1.1.1.2,7
839 Roselawn Ave,8,1.1.2.3./6.4.3.7.(1),7
839 Roselawn Ave,8,1.1.2.3./7.2.2.1.,7
839 Roselawn Ave,8,2.7.2.1,7
25 Brucewood Cres,8,1.1.1.2,4
25 Brucewood Cres,8,1.1.2.3./6.4.3.7.(1),4
595 Brookdale Ave,8,1.1.1.2,11
595 Brookdale Ave,8,1.1.2.1./6.3.3.8.,11
595 Brookdale Ave,8,1.1.2.1./6.4.3.7.(1),11
595 Brookdale Ave,8,2.2.2.1,11
595 Brookdale Ave,8,2.2.3.1,11
595 Brookdale Ave,8,2.2.3.2,11
595 Brookdale Ave,8,2.4.1.1,11
595 Brookdale Ave,8,6.3.4.8,11
595 Brookdale Ave,8,6.5.1.5,11
595 Brookdale Ave,8,9.6.2.6,11
595 Brookdale Ave,8,9.6.3.6,11
16 Dallimore Crcl,16,2.2.3.2,17
16 Dallimore Crcl,16,2.8.2.1,17
16 Dallimore Crcl,16,6.3.1.2,17
16 Dallimore Crcl,16,6.5.1.5 (1),17
16 Dallimore Crcl,16,6.7.1.1,17
1717 Avenue Rd,8,1.1.2.3./2.7.3.3.(3),18
1717 Avenue Rd,8,1.1.2.3./6.2.7.5.,18
1717 Avenue Rd,8,1.1.2.3./6.3.2.2.,18
1717 Avenue Rd,8,1.1.2.3./6.3.2.6.,18
1717 Avenue Rd,8,1.1.2.3./6.5.5.3.,18
1717 Avenue Rd,8,1.1.2.3./6.7.1.1.,18
515 Chaplin Cres,8,1.1.1.2,5
515 Chaplin Cres,8,1.1.2.3./6.4.3.7.(1),5
515 Chaplin Cres,8,2.2.3.2,5
515 Chaplin Cres,8,6.5.6.5,5
38 Orchard View Blvd,8,1.1.1.2,13
38 Orchard View Blvd,8,1.1.2.1./7.2.2.1.,13
38 Orchard View Blvd,8,2.2.3.2,13
38 Orchard View Blvd,8,2.2.3.3,13
38 Orchard View Blvd,8,2.4.1.1,13
38 Orchard View Blvd,8,2.7.1.7,13
38 Orchard View Blvd,8,2.7.3.2,13
38 Orchard View Blvd,8,6.3.1.4,13
38 Orchard View Blvd,8,6.5.1.5,13
38 Orchard View Blvd,8,9.6.2.6,13
837 Roselawn Ave,8,1.1.2.3./6.4.3.7.(1),5
837 Roselawn Ave,8,2.8.2.1,5
3000 Yonge St,8,1.1.1.2,8
3000 Yonge St,8,2.2.3.2,8
3000 Yonge St,8,2.4.1.1,8
3000 Yonge St,8,6.5.1.5,8
33 Bay St,10,1.1.2.1./6.3.2.2.,16
33 Bay St,10,1.1.2.1./6.5.5.3.,16
33 Bay St,10,1.1.2.1./6.6.3.5.,16
42 Camden St,10,1.1.2.1./6.3.2.2.,18
42 Camden St,10,1.1.2.1./6.4.3.8.,18
42 Camden St,10,1.1.2.1./6.5.5.3.,18
42 Camden St,10,1.1.2.1./6.6.3.5.,18
42 Camden St,10,1.1.2.1./6.7.1.1.,18
42 Camden St,10,1.1.2.1./7.3.1.2.,18
42 Camden St,10,2.2.3.4,18
42 Camden St,10,2.4.1.1,18
42 Camden St,10,CH 470 - S.5,18
60 Pleasant Blvd,12,6.3.1.4,14
1350 York Mills Rd,16,1.1.2.1./2.7.3.3.(3),37
1350 York Mills Rd,16,1.1.2.1./6.2.7.5.,37
1350 York Mills Rd,16,1.1.2.1./6.3.2.2.,37
1350 York Mills Rd,16,1.1.2.1./6.6.5.6.,37
1350 York Mills Rd,16,1.1.2.1./6.7.1.1.,37
1350 York Mills Rd,16,1.1.2.3.,37
1350 York Mills Rd,16,2.2.1.1,37
1350 York Mills Rd,16,2.2.3.2,37
1350 York Mills Rd,16,2.7.2.2,37
25 Widdicombe Hill,2,2.2.3.2,21
25 Widdicombe Hill,2,9.6.3.7,21
10 Roanoke Rd,16,1.1.2.1./6.6.3.5.,18
10 Roanoke Rd,16,2.2.2.1,18
10 Roanoke Rd,16,2.2.3.2,18
10 Roanoke Rd,16,2.7.1.7,18
1700 Eglinton Ave E,16,1.1.2.1,30
1700 Eglinton Ave E,16,1.1.2.1./2.7.3.3.(3),30
1700 Eglinton Ave E,16,1.1.2.1./6.2.7.5.,30
1700 Eglinton Ave E,16,1.1.2.1./6.3.2.2.,30
1700 Eglinton Ave E,16,1.1.2.1./6.5.5.3.,30
1700 Eglinton Ave E,16,1.1.2.1./6.5.5.4.,30
1700 Eglinton Ave E,16,1.1.2.1./6.5.5.7.,30
1700 Eglinton Ave E,16,1.1.2.1./6.6.3.5.,30
1700 Eglinton Ave E,16,1.1.2.1./6.6.5.6.,30
1700 Eglinton Ave E,16,1.1.2.1./7.2.2.1.,30
1700 Eglinton Ave E,16,1.1.2.1./7.3.1.2.,30
1700 Eglinton Ave E,16,2.2.3.2,30
1700 Eglinton Ave E,16,2.4.1.1,30
1700 Eglinton Ave E,16,2.7.1.7,30
1700 Eglinton Ave E,16,2.8.2.5 (1),30
1700 Eglinton Ave E,16,2.8.3.4,30
1360 York Mills Rd,16,1.1.1.2,41
1360 York Mills Rd,16,1.1.2.1./2.7.3.3.(3),41
1360 York Mills Rd,16,1.1.2.1./6.2.7.5.,41
1360 York Mills Rd,16,1.1.2.1./6.3.2.2.,41
1360 York Mills Rd,16,1.1.2.1./6.6.3.5.,41
1360 York Mills Rd,16,1.1.2.1./6.6.5.6.,41
1360 York Mills Rd,16,1.1.2.1./6.7.1.1.,41
1360 York Mills Rd,16,1.1.2.1./7.2.2.1.,41
1360 York Mills Rd,16,1.1.2.3,41
1360 York Mills Rd,16,2.2.2.1,41
1360 York Mills Rd,16,2.2.3.2,41
1360 York Mills Rd,16,2.4.1.1,41
1360 York Mills Rd,16,2.7.2.2,41
1360 York Mills Rd,16,2.8.3.4,41
1360 York Mills Rd,16,6.2.7.2,41
3969 Kingston Rd,24,2.2.3.2,7
5 Mallory Gdns,12,1.1.2.1,29
5 Mallory Gdns,12,1.1.2.1./2.7.3.3.(3),29
5 Mallory Gdns,12,1.1.2.1./6.2.7.5.,29
5 Mallory Gdns,12,1.1.2.1./6.3.2.2.,29
5 Mallory Gdns,12,2.2.3.2,29
5 Mallory Gdns,12,2.7.2.2,29
5 Mallory Gdns,12,CH 470 - S.7,29
481 Vaughan Rd,12,6.3.1.4,6
494 Avenue Rd,12,1.1.2.1,8
494 Avenue Rd,12,1.1.2.1./6.7.1.1.,8
43 Eglinton Ave E,12,1.1.1.2,14
43 Eglinton Ave E,12,1.1.2.1./6.3.2.4.,14
2755 Jane St,7,9.6.5.6,2
621 Sheppard Ave E,17,1.1.2.1./2.7.3.3.(3),23
621 Sheppard Ave E,17,1.1.2.1./6.2.7.5.,23
621 Sheppard Ave E,17,1.1.2.1./6.3.2.2.,23
621 Sheppard Ave E,17,1.1.2.1./6.4.3.8.,23
621 Sheppard Ave E,17,1.1.2.1./6.5.5.3.,23
621 Sheppard Ave E,17,1.1.2.1./6.6.3.5.,23
621 Sheppard Ave E,17,1.1.2.1./6.7.1.1.,23
621 Sheppard Ave E,17,2.2.2.1,23
621 Sheppard Ave E,17,2.2.3.2,23
621 Sheppard Ave E,17,2.4.1.1,23
3303 Don Mills Rd,17,1.1.1.2,21
3303 Don Mills Rd,17,1.1.2.1./2.7.3.3.(3),21
3303 Don Mills Rd,17,1.1.2.1./6.2.7.5.,21
3303 Don Mills Rd,17,1.1.2.1./6.3.2.2.,21
3303 Don Mills Rd,17,1.1.2.1./6.3.2.4.,21
3303 Don Mills Rd,17,1.1.2.1./6.3.3.8.,21
3303 Don Mills Rd,17,1.1.2.1./6.3.4.8,21
3303 Don Mills Rd,17,1.1.2.1./6.5.5.3.,21
3303 Don Mills Rd,17,1.1.2.1./6.5.5.4.,21
3303 Don Mills Rd,17,1.1.2.1./6.5.5.5.,21
3303 Don Mills Rd,17,1.1.2.1./6.6.3.5.,21
3303 Don Mills Rd,17,2.2.2.1,21
3303 Don Mills Rd,17,2.2.3.2,21
3303 Don Mills Rd,17,2.4.1.1,21
3303 Don Mills Rd,17,2.7.3.1,21
3303 Don Mills Rd,17,6.4.2.6,21
18 Kenaston Gdns,17,1.1.1.2,36
18 Kenaston Gdns,17,1.1.2.1./6.2.7.5.,36
18 Kenaston Gdns,17,1.1.2.1./6.3.2.2.,36
18 Kenaston Gdns,17,1.1.2.1./6.3.3.8.,36
18 Kenaston Gdns,17,1.1.2.1./6.3.4.8,36
18 Kenaston Gdns,17,1.1.2.1./6.7.1.1.,36
18 Kenaston Gdns,17,2.2.2.1,36
18 Kenaston Gdns,17,2.2.3.2,36
18 Kenaston Gdns,17,2.4.1.1,36
18 Kenaston Gdns,17,6.3.1.2,36
18 Kenaston Gdns,17,6.4.2.6,36
18 Kenaston Gdns,17,6.5.1.5,36
18 Kenaston Gdns,17,9.6.3.6,36
30 Esterbrooke Ave,17,2.2.2.1,10
30 Esterbrooke Ave,17,2.2.3.2,10
30 Esterbrooke Ave,17,9.6.3.6,10
175 Bamburgh Crcl,22,2.2.2.1,2
138 Bonis Ave,22,1.1.2.1,10
138 Bonis Ave,22,1.1.2.1./6.3.2.2.,10
138 Bonis Ave,22,1.1.2.1./6.6.5.6.,10
138 Bonis Ave,22,1.1.2.1./7.2.2.1.,10
138 Bonis Ave,22,2.5.1.2. (2),10
138 Bonis Ave,22,6.3.1.4,10
168 Bonis Ave,22,1.1.2.1.(1),8
168 Bonis Ave,22,2.2.2.1.,8
168 Bonis Ave,22,2.2.3.1.(1),8
168 Bonis Ave,22,2.4.1.1.(1),8
168 Bonis Ave,22,2.8.2.5.(1),8
3420 Eglinton Ave E,24,1.1.2.1./2.7.3.3.(3),7
3420 Eglinton Ave E,24,1.1.2.1./6.3.2.2.,7
3420 Eglinton Ave E,24,1.1.2.1./6.5.5.3.,7
3420 Eglinton Ave E,24,1.1.2.3./6.2.7.5.,7
3420 Eglinton Ave E,24,1.1.2.3./6.3.3.8,7
3420 Eglinton Ave E,24,2.7.3.1,7
3420 Eglinton Ave E,24,2.8.2.5,7
80 Quebec Ave,4,6.5.1.2,5
90 Trinity St,13,2.2.3.1,1
60 Ruddington Dr,17,1.1.1.2,10
60 Ruddington Dr,17,2.2.3.2,10
2353 Dufferin St,12,6.7.1.3,8
50 Cambridge Ave,14,6.3.2.2,5
115 Blue Jays Way,10,1.1.2.1,10
115 Blue Jays Way,10,1.1.2.1,10
115 Blue Jays Way,10,2.2.2.1,10
115 Blue Jays Way,10,2.2.3.2,10
115 Blue Jays Way,10,6.2.1.2,10
115 Blue Jays Way,10,6.2.4.3,10
115 Blue Jays Way,10,6.3.1.4,10
115 Blue Jays Way,10,7.2.5.1,10
115 Blue Jays Way,10,7.2.5.1,10
115 Blue Jays Way,10,7.3.1.3,10
3967 Lawrence Ave E,24,2.2.3.2,8
3967 Lawrence Ave E,24,2.4.1.1,8
3967 Lawrence Ave E,24,2.4.6.1,8
10 Yonge St,10,1.1.2.1./7.3.1.2.,5
10 Yonge St,10,2.2.3.2,5
10 Yonge St,10,2.8.2.1,5
125 Blue Jays Way,10,1.1.2.1,8
125 Blue Jays Way,10,1.1.2.1,8
125 Blue Jays Way,10,2.2.3.2,8
125 Blue Jays Way,10,6.2.1.2,8
125 Blue Jays Way,10,6.2.4.1,8
125 Blue Jays Way,10,6.2.4.3,8
125 Blue Jays Way,10,7.2.5.1,8
125 Blue Jays Way,10,7.3.1.3,8
407 Walmer Rd,12,2.8.2.1,6
407 Walmer Rd,12,CH 470 - S.7,6
89 Mc Caul St,10,1.1.2.1./6.3.2.2.,7
89 Mc Caul St,10,1.1.2.1./6.3.3.8.,7
18 Thorncliffe Park Dr,15,2.16.2.1,10
18 Thorncliffe Park Dr,15,2.2.2.1,10
18 Thorncliffe Park Dr,15,2.2.3.2,10
18 Thorncliffe Park Dr,15,2.4.1.1,10
18 Thorncliffe Park Dr,15,2.8.2.1,10
18 Thorncliffe Park Dr,15,6.2.4.1,10
1818 Bayview Ave,15,1.1.2.1./6.3.2.2.,11
1818 Bayview Ave,15,2.4.1.1,11
1818 Bayview Ave,15,6.2.7.3,11
1818 Bayview Ave,15,6.3.1.4,11
4 Park Vista,19,2.2.3.2,4
4 Park Vista,19,6.4.2.3,4
4 Park Vista,19,6.4.3.7,4
4 Park Vista,19,9.6.2.7,4
100 Graydon Hall Dr,16,2.2.3.2,11
100 Graydon Hall Dr,16,2.2.3.3,11
100 Graydon Hall Dr,16,2.4.1.1,11
100 Graydon Hall Dr,16,2.8.2.1,11
100 Graydon Hall Dr,16,2.8.3.2,11
100 Graydon Hall Dr,16,6.3.1.8,11
35 Thorncliffe Park Dr,15,2.16.2.1,14
35 Thorncliffe Park Dr,15,2.2.1.1,14
35 Thorncliffe Park Dr,15,2.2.3.2,14
35 Thorncliffe Park Dr,15,2.4.1.1,14
35 Thorncliffe Park Dr,15,2.4.1.5,14
35 Thorncliffe Park Dr,15,2.7.3.1,14
35 Thorncliffe Park Dr,15,2.8.2.1,14
35 Thorncliffe Park Dr,15,6.2.4.1,14
35 Thorncliffe Park Dr,15,6.2.7.3,14
35 Thorncliffe Park Dr,15,6.2.7.4,14
35 Thorncliffe Park Dr,15,6.2.7.6,14
35 Thorncliffe Park Dr,15,9.6.3.6,14
35 Thorncliffe Park Dr,15,CH 470 - S.6,14
71 Thorncliffe Park Dr,15,2.2.3.2,14
71 Thorncliffe Park Dr,15,2.4.1.1,14
71 Thorncliffe Park Dr,15,6.2.7.3,14
755 York Mills Rd,15,2.2.1.1,4
755 York Mills Rd,15,6.2.4.3,4
4010 Lawrence Ave E,24,2.2.3.2,8
750 York Mills Rd,15,1.1.1.2,13
750 York Mills Rd,15,2.2.3.2,13
750 York Mills Rd,15,2.4.1.1,13
750 York Mills Rd,15,2.4.1.5,13
77 Keewatin Ave,15,2.2.3.2,7
77 Keewatin Ave,15,2.4.1.1,7
77 Keewatin Ave,15,9.6.3.6,7
745 York Mills Rd,15,6.2.7.3,9
85 Thorncliffe Park Dr,15,2.2.2.1,20
85 Thorncliffe Park Dr,15,2.2.3.2,20
85 Thorncliffe Park Dr,15,2.4.1.1,20
85 Thorncliffe Park Dr,15,2.4.1.5,20
85 Thorncliffe Park Dr,15,6.2.4.3,20
85 Thorncliffe Park Dr,15,6.5.6.5,20
85 Thorncliffe Park Dr,15,9.6.3.8,20
88 Erskine Ave,15,2.2.2.1,11
88 Erskine Ave,15,2.2.3.2,11
88 Erskine Ave,15,9.6.3.6,11
88 Erskine Ave,15,9.6.4.2,11
900 Mount Pleasant Rd,15,2.2.2.1,8
900 Mount Pleasant Rd,15,2.2.3.1,8
900 Mount Pleasant Rd,15,2.2.3.2,8
900 Mount Pleasant Rd,15,2.4.1.1,8
900 Mount Pleasant Rd,15,2.7.3.2,8
95 Thorncliffe Park Dr,15,2.16.2.1,21
95 Thorncliffe Park Dr,15,2.2.3.2,21
95 Thorncliffe Park Dr,15,2.4.1.5,21
95 Thorncliffe Park Dr,15,2.8.2.5,21
95 Thorncliffe Park Dr,15,6.2.7.2,21
95 Thorncliffe Park Dr,15,6.5.1.1,21
95 Thorncliffe Park Dr,15,6.5.1.5 (1),21
95 Thorncliffe Park Dr,15,9.6.3.6,21
10 Old York Mills Rd,15,2.4.1.1,7
10 Old York Mills Rd,15,2.7.2.2,7
133 Torresdale Ave,6,1.1.2.1,16
133 Torresdale Ave,6,2.11.1.2,16
133 Torresdale Ave,6,2.2.2.1,16
133 Torresdale Ave,6,2.2.3.2,16
133 Torresdale Ave,6,9.6.2.11,16
133 Torresdale Ave,6,9.6.4.2,16
1840 Victoria Park Ave,16,2.2.1.1,13
1840 Victoria Park Ave,16,2.2.3.1,13
1840 Victoria Park Ave,16,2.2.3.3,13
1840 Victoria Park Ave,16,2.4.1.1,13
1840 Victoria Park Ave,16,2.7.1.7,13
1840 Victoria Park Ave,16,6.2.1.2,13
1840 Victoria Park Ave,16,6.2.7.2,13
1840 Victoria Park Ave,16,6.5.1.5 (1),13
1850 Victoria Park Ave,16,2.2.3.1,19
1850 Victoria Park Ave,16,2.2.3.2,19
1850 Victoria Park Ave,16,2.4.1.1,19
1850 Victoria Park Ave,16,2.4.1.1,19
1850 Victoria Park Ave,16,2.7.1.7,19
1850 Victoria Park Ave,16,2.8.3.2,19
1850 Victoria Park Ave,16,6.2.1.2,19
1850 Victoria Park Ave,16,6.2.7.2,19
1850 Victoria Park Ave,16,6.4.1.3,19
1850 Victoria Park Ave,16,6.4.1.3. (3),19
1850 Victoria Park Ave,16,6.4.2.1,19
45 Grenoble Dr,16,2.2.3.2,8
45 Grenoble Dr,16,2.4.1.1,8
45 Grenoble Dr,16,2.7.1.7,8
45 Grenoble Dr,16,6.2.1.2,8
333 Sidney Belsey Cres,5,6.4.1.3. (3),11
55 Delisle Ave,12,1.1.2.1./2.7.3.3.(3),16
55 Delisle Ave,12,1.1.2.1./6.3.2.2.,16
55 Delisle Ave,12,1.1.2.1./6.3.2.4.,16
55 Delisle Ave,12,1.1.2.1./6.3.3.8.,16
55 Delisle Ave,12,1.1.2.1./6.5.5.3.,16
55 Delisle Ave,12,1.1.2.1./6.5.5.4.,16
55 Delisle Ave,12,1.1.2.1./6.6.3.5.,16
55 Delisle Ave,12,1.1.2.1./6.7.1.1.,16
500 St Clair Ave W,12,1.1.1.2,12
500 St Clair Ave W,12,1.1.2.1./2.7.3.3.(3),12
500 St Clair Ave W,12,1.1.2.1./6.2.7.5.,12
500 St Clair Ave W,12,1.1.2.1./6.3.2.4.,12
500 St Clair Ave W,12,1.1.2.1./6.6.3.5.,12
500 St Clair Ave W,12,1.1.2.1./6.7.1.1.,12
3380 Eglinton Ave E,24,2.2.3.2,7
125 Redpath Ave,12,1.1.1.2,14
125 Redpath Ave,12,1.1.2.1./2.7.3.3.(3),14
125 Redpath Ave,12,1.1.2.1./6.2.7.5.,14
125 Redpath Ave,12,1.1.2.1./6.3.2.4.,14
125 Redpath Ave,12,1.1.2.1./6.7.1.1.,14
156 Portland St,10,1.1.2.1./2.7.3.3.(3),5
156 Portland St,10,1.1.2.1./6.2.7.5.,5
156 Portland St,10,1.1.2.1./6.3.2.2.,5
156 Portland St,10,1.1.2.1./6.5.5.3.,5
156 Portland St,10,6.3.4.3,5
20 Joe Shuster Way,10,1.1.2.1./6.2.7.5.,18
20 Joe Shuster Way,10,1.1.2.1./6.3.2.2.,18
20 Joe Shuster Way,10,1.1.2.1./6.5.5.3.,18
20 Joe Shuster Way,10,2.16.2.1,18
20 Joe Shuster Way,10,2.4.1.1,18
20 Joe Shuster Way,10,2.7.3.1,18
20 Joe Shuster Way,10,2.8.2.1,18
20 Joe Shuster Way,10,6.2.4.1,18
725 Don Mills Rd,16,1.1.2.1./2.7.3.3.(3),33
725 Don Mills Rd,16,1.1.2.1./6.2.7.5.,33
725 Don Mills Rd,16,1.1.2.1./6.3.2.2.,33
725 Don Mills Rd,16,1.1.2.1./6.6.3.5.,33
725 Don Mills Rd,16,1.1.2.1./6.6.5.6.,33
725 Don Mills Rd,16,1.1.2.1./6.7.1.1.,33
725 Don Mills Rd,16,1.1.2.1./7.2.2.1.,33
725 Don Mills Rd,16,1.1.2.3,33
725 Don Mills Rd,16,2.2.2.1,33
725 Don Mills Rd,16,2.2.3.2,33
725 Don Mills Rd,16,2.4.1.1,33
725 Don Mills Rd,16,2.8.3.4,33
725 Don Mills Rd,16,6.2.7.2,33
725 Don Mills Rd,16,6.3.1.2,33
245 Roehampton Ave,12,2.2.3.2,5
245 Roehampton Ave,12,2.2.3.3,5
245 Roehampton Ave,12,2.7.2.1,5
245 Roehampton Ave,12,7.2.5.1,5
245 Roehampton Ave,12,9.6.2.6,5
141 Roehampton Ave,12,1.1.2.1./6.7.1.1.,15
141 Roehampton Ave,12,2.8.3.2,15
141 Roehampton Ave,12,6.3.3.7,15
141 Roehampton Ave,12,6.5.4.3,15
141 Roehampton Ave,12,6.6.3.5,15
141 Roehampton Ave,12,7.2.1.1,15
900 Queens Plate Dr,1,1.1.1.2,16
900 Queens Plate Dr,1,2.8.2.1,16
55 Smooth Rose Crt,17,1.1.2.3./6.3.3.8,20
55 Smooth Rose Crt,17,2.2.3.2,20
2600 Jane St,7,1.1.2.1./2.7.3.3.(3),10
2600 Jane St,7,1.1.2.1./6.2.7.5.,10
2600 Jane St,7,1.1.2.1./6.3.2.2.,10
2600 Jane St,7,1.1.2.1./6.3.2.4.,10
2600 Jane St,7,1.1.2.1./6.3.3.8.,10
2600 Jane St,7,1.1.2.1./6.4.3.7.(1),10
2600 Jane St,7,1.1.2.1./6.5.5.3.,10
2600 Jane St,7,1.1.2.1./6.6.3.5.,10
2600 Jane St,7,1.1.2.1./6.7.1.1.,10
2600 Jane St,7,2.2.3.2,10
3001 Finch Ave W,7,1.1.2.1./6.3.2.2.,19
3001 Finch Ave W,7,1.1.2.1./6.3.3.8.,19
3001 Finch Ave W,7,1.1.2.1./6.4.3.2.,19
3001 Finch Ave W,7,1.1.2.1./6.7.1.1.,19
3001 Finch Ave W,7,2.2.2.1,19
3001 Finch Ave W,7,2.2.3.2,19
3001 Finch Ave W,7,2.4.1.1,19
3001 Finch Ave W,7,6.4.2.6. (1),19
3001 Finch Ave W,7,9.6.3.6,19
1825 Finch Ave W,7,1.1.2.1./2.7.3.3.(3),8
1825 Finch Ave W,7,1.1.2.1./6.3.2.2.,8
2750 Jane St,7,1.1.2.1./2.7.3.3.(3),12
2750 Jane St,7,1.1.2.1./6.2.7.5.,12
2750 Jane St,7,1.1.2.1./6.3.2.2.,12
2750 Jane St,7,1.1.2.1./6.4.3.7.(1),12
2750 Jane St,7,1.1.2.1./6.5.5.3.,12
2750 Jane St,7,1.1.2.1./6.5.5.4.,12
2750 Jane St,7,1.1.2.1./6.6.3.5.,12
2750 Jane St,7,1.1.2.1./6.7.1.1.,12
630 Greenwood Ave,14,2.2.3.2,7
630 Greenwood Ave,14,2.8.2.5,7
